Link Text,URL
ACM Transactions on Computer Systems (TOCS),https://dblp.uni-trier.de/db/journals/tocs/
ACM Transactions on Computer-Human Interaction (TOCHI),https://dblp.uni-trier.de/db/journals/tochi/
ACM Transactions on Computing Education (TOCE),https://dblp.uni-trier.de/db/journals/toce/
ACM Transactions on Computing for Healthcare (HEALTH),https://dblp.uni-trier.de/db/journals/health/
ACM Transactions on Cyber-Physical Systems (TCPS),https://dblp.uni-trier.de/db/journals/tcps/
ACM Transactions on Database Systems (TODS),https://dblp.uni-trier.de/db/journals/tods/
ACM Transactions on Design Automation of Electronic Systems (TODAES),https://dblp.uni-trier.de/db/journals/todaes/
ACM Transactions on Economics and Computation,https://dblp.uni-trier.de/db/journals/teco/
ACM Transactions on Embedded Computing Systems,https://dblp.uni-trier.de/db/journals/tecs/
ACM Transactions on Evolutionary Learning and Optimization,https://dblp.uni-trier.de/db/journals/telo/
ACM Transactions on Graphics (TOG),https://dblp.uni-trier.de/db/journals/tog/
ACM Transactions on Human-Robot Interaction (THRI),https://dblp.uni-trier.de/db/journals/thri/
ACM Transactions on Information Systems (TOIS),https://dblp.uni-trier.de/db/journals/tois/
ACM Transactions on Intelligent Systems and Technology (TIST),https://dblp.uni-trier.de/db/journals/tist/
ACM Transactions on Interactive Intelligent Systems,https://dblp.uni-trier.de/db/journals/tiis/
ACM Transactions on Internet of Things (TIOT),https://dblp.uni-trier.de/db/journals/tiot/
ACM Transactions on Internet Technology (TOIT),https://dblp.uni-trier.de/db/journals/toit/
ACM Transactions on Knowledge Discovery from Data (TKDD),https://dblp.uni-trier.de/db/journals/tkdd/
ACM Transactions on Management Information Systems,https://dblp.uni-trier.de/db/journals/tmis/
ACM Transactions on Mathematical Software (TOMS),https://dblp.uni-trier.de/db/journals/toms/
ACM Transactions on Modeling and Computer Simulation (TOMACS),https://dblp.uni-trier.de/db/journals/tomacs/
ACM Transactions on Modeling and Performance Evaluation of Computing Systems (TOMPECS),https://dblp.uni-trier.de/db/journals/tompecs/
"ACM Transactions on Multimedia Computing, Communications, and Applications (TOMM)",https://dblp.uni-trier.de/db/journals/tomccap/
ACM Transactions on Parallel Computing,https://dblp.uni-trier.de/db/journals/topc/
ACM Transactions on Privacy and Security (TOPS),https://dblp.uni-trier.de/db/journals/tissec/
ACM Transactions on Programming Languages and Systems (TOPLAS),https://dblp.uni-trier.de/db/journals/toplas/
ACM Transactions on Reconfigurable Technology and Systems,https://dblp.uni-trier.de/db/journals/trets/
ACM Transactions on Sensor Networks (TOSN),https://dblp.uni-trier.de/db/journals/tosn/
ACM Transactions on Social Computing (TSC),https://dblp.uni-trier.de/db/journals/tsoco/
ACM Transactions on Software Engineering and Methodology (TOSEM),https://dblp.uni-trier.de/db/journals/tosem/
ACM Transactions on Spatial Algorithms and Systems (TSAS),https://dblp.uni-trier.de/db/journals/tsas/
ACM Transactions on Speech and Language Processing (TSLP),https://dblp.uni-trier.de/db/journals/tslp/
ACM Transactions on Storage,https://dblp.uni-trier.de/db/journals/tos/
ACM Transactions on the Web,https://dblp.uni-trier.de/db/journals/tweb/
Acquisition; International Journal of Information  ...,https://dblp.uni-trier.de/db/journals/ijia/
Acta Cybernetica,https://dblp.uni-trier.de/db/journals/actaC/
Acta Informatica,https://dblp.uni-trier.de/db/journals/acta/
Acta Informatica Pragensia,https://dblp.uni-trier.de/db/journals/actaip/
Acta Numerica,https://dblp.uni-trier.de/db/journals/actanum/
Actor-Network Theory and Technological Innovation; International Journal of  ... (IJANTTI),https://dblp.uni-trier.de/db/journals/ijantti/
Actuator Networks; Journal of Sensor and  ...,https://dblp.uni-trier.de/db/journals/jsan/
Ad Hoc and Ubiquitous Computing; International Journal of  ... (IJAHUC),https://dblp.uni-trier.de/db/journals/ijahuc/
Ad Hoc Networks,https://dblp.uni-trier.de/db/journals/adhoc/
Ad Hoc & Sensor Wireless Networks,https://dblp.uni-trier.de/db/journals/ahswn/
ADAM - The Art of Discrete and Applied Mathematics,https://dblp.uni-trier.de/db/journals/adam/
Adaptive Behaviour,https://dblp.uni-trier.de/db/journals/adb/
Adaptive Communications Systems; International Journal of Autonomous and  ... (IJAACS),https://dblp.uni-trier.de/db/journals/ijaacs/
"Adaptive, Resilient and Autonomic Systems; International Journal of  ... (IJARAS)",https://dblp.uni-trier.de/db/journals/ijaras/
Adult Education and Technology; International Journal of  ... (IJAET),https://dblp.uni-trier.de/db/journals/ijavet/
Advanced Corporate Learning; International Journal of  ... (iJAC),https://dblp.uni-trier.de/db/journals/i-jac/
Advanced Engineering and Computation; Journal of  ... (JAEC),https://dblp.uni-trier.de/db/journals/jaec/
Advanced Engineering Informatics,https://dblp.uni-trier.de/db/journals/aei/
Advanced Intelligence Paradigms; International Journal of  ... (IJAIP),https://dblp.uni-trier.de/db/journals/ijaip/
Advanced Intelligent Systems,https://dblp.uni-trier.de/db/journals/aisy/
Advanced Intelligent Systems,https://dblp.uni-trier.de/db/journals/aisy/
Advanced Media and Communication; International Journal of  ... (IJAMC),https://dblp.uni-trier.de/db/journals/ijamc/
Advanced Modeling and Simulation in Engineering Sciences,https://dblp.uni-trier.de/db/journals/amses/
Advanced Operations Management; International Journal of  ... (IJAOM),https://dblp.uni-trier.de/db/journals/ijaom/
Advanced Pervasive and Ubiquitous Computing; International Journal of  ... (IJAPUC),https://dblp.uni-trier.de/db/journals/ijapuc/
Advanced Robotics,https://dblp.uni-trier.de/db/journals/ar/
Advancements in Computing Technology; International Journal of  ... (IJACT),https://dblp.uni-trier.de/db/journals/ijact-aicit/
Advances in Applied Mathematics,https://dblp.uni-trier.de/db/journals/aam/
Advances in Artificial Intelligence,https://dblp.uni-trier.de/db/journals/advai/
Advances in Artificial Intelligence and Machine Learning (AAIML),https://dblp.uni-trier.de/db/journals/aaiml/
Advances in Artificial Neural Systems,https://dblp.uni-trier.de/db/journals/aans/
Advances in Bioinformatics,https://dblp.uni-trier.de/db/journals/abi/
Advances in Bioinformatics,https://dblp.uni-trier.de/db/journals/abi/
Advances in Complex Systems,https://dblp.uni-trier.de/db/journals/advcs/
Advances in Computational Mathematics,https://dblp.uni-trier.de/db/journals/adcm/
Advances in Computers,https://dblp.uni-trier.de/db/journals/ac/
Advances in Computing Research,https://dblp.uni-trier.de/db/journals/acr/
Advances in Data Analysis and Classification,https://dblp.uni-trier.de/db/journals/adac/
Advances in Data Science and Adaptive Analysis,https://dblp.uni-trier.de/db/journals/aada/
Advances in Decision Sciences,https://dblp.uni-trier.de/db/journals/jamds/
Advances in Engineering Software,https://dblp.uni-trier.de/db/journals/aes/
Advances in Fuzzy Systems,https://dblp.uni-trier.de/db/journals/afs/
Advances in Human-Computer Interaction,https://dblp.uni-trier.de/db/journals/ahci/
Advances in Information Fusion; Journal of  ...,https://dblp.uni-trier.de/db/journals/jaif/
Advances in Information Sciences and Service Sciences (AISS),https://dblp.uni-trier.de/db/journals/aiss/
Advances in Internet of Things,https://dblp.uni-trier.de/db/journals/ait/
Advances in Mathematics of Communications (AMC),https://dblp.uni-trier.de/db/journals/amco/
Advances in Multimedia,https://dblp.uni-trier.de/db/journals/amm/
Advances in Numerical Analysis,https://dblp.uni-trier.de/db/journals/ana/
Advances in Operations Research,https://dblp.uni-trier.de/db/journals/advor/
Advances in Software Engineering,https://dblp.uni-trier.de/db/journals/advse/
Aerospace and Electronic Systems; IEEE Transactions on  ...,https://dblp.uni-trier.de/db/journals/taes/
Aerospace Information Systems; Journal of  ...,https://dblp.uni-trier.de/db/journals/jacic/
Affective Computing; IEEE Transactions on  ...,https://dblp.uni-trier.de/db/journals/taffco/
African Journal of Information & Communication Technology,https://dblp.uni-trier.de/db/journals/ajict/
Agent Technologies and Systems; International Journal of  ... (IJATS),https://dblp.uni-trier.de/db/journals/ijats/
Agent-Oriented Software Engineering; International Journal of  ... (IJAOSE),https://dblp.uni-trier.de/db/journals/ijaose/
AGIT - Journal für Angewandte Geoinformatik,https://dblp.uni-trier.de/db/journals/agit/
Agricultural and Environmental Information Systems; International Journal of  ... (IJAEIS),https://dblp.uni-trier.de/db/journals/ijaeis/
AI and Ethics,https://dblp.uni-trier.de/db/journals/aiethics/
AI Communications,https://dblp.uni-trier.de/db/journals/aicom/
"AI EDAM - Artificial Intelligence for Engineering Design, Analysis and Manufacturing",https://dblp.uni-trier.de/db/journals/aiedam/
AI Magazine,https://dblp.uni-trier.de/db/journals/aim/
AI Matters,https://dblp.uni-trier.de/db/journals/aimatters/
AI Open,https://dblp.uni-trier.de/db/journals/aiopen/
AI & Society,https://dblp.uni-trier.de/db/journals/ais/
AIS - Autonomous Intelligent Systems,https://dblp.uni-trier.de/db/journals/auinsy/
AIS THCI - AIS Transactions on Human-Computer Interaction,https://dblp.uni-trier.de/db/journals/aisthci/
AIS Transactions on Human-Computer Interaction (AIS THCI),https://dblp.uni-trier.de/db/journals/aisthci/
AIS Transactions on Replication Research (AIS TRR),https://dblp.uni-trier.de/db/journals/aistrr/
AIS TRR - AIS Transactions on Replication Research,https://dblp.uni-trier.de/db/journals/aistrr/
AISS - Advances in Information Sciences and Service Sciences,https://dblp.uni-trier.de/db/journals/aiss/
AJIIPS - Australian Journal of Intelligent Information Processing Systems,https://dblp.uni-trier.de/db/journals/ajiips/
AKCE International Journal of Graphs and Combinatorics,https://dblp.uni-trier.de/db/journals/akcej/
Algebra and Computation; International Journal of  ... (IJAC),https://dblp.uni-trier.de/db/journals/ijac/
"Algebra in Engineering, Communication and Computing; Applicable  ...",https://dblp.uni-trier.de/db/journals/aaecc/
Algorithmic Finance,https://dblp.uni-trier.de/db/journals/af/
Algorithmic Operations Research,https://dblp.uni-trier.de/db/journals/aor/
Algorithmica,https://dblp.uni-trier.de/db/journals/algorithmica/
Algorithms,https://dblp.uni-trier.de/db/journals/algorithms/
Algorithms; ACM Transactions on  ... (TALG),https://dblp.uni-trier.de/db/journals/talg/
"Algorithms and Applications; Discrete Mathematics,  ...",https://dblp.uni-trier.de/db/journals/dmaa/
Algorithms for Molecular Biology,https://dblp.uni-trier.de/db/journals/almob/
Algorithms; Network Protocols and  ...,https://dblp.uni-trier.de/db/journals/npa/
Ambient Computing and Intelligence; International Journal of  ... (IJACI),https://dblp.uni-trier.de/db/journals/ijaci/
Ambient Intelligence and Humanized Computing; Journal of  ...,https://dblp.uni-trier.de/db/journals/jaihc/
Ambient Intelligence and Smart Environments; Journal of  ...,https://dblp.uni-trier.de/db/journals/jaise/
Ambient Systems; EAI Endorsed Transactions on  ...,https://dblp.uni-trier.de/db/journals/amsys/
AMC - Advances in Mathematics of Communications,https://dblp.uni-trier.de/db/journals/amco/
American Journal of Computational Mathematics,https://dblp.uni-trier.de/db/journals/ajcm/
American Mathematical Monthly; The  ...,https://dblp.uni-trier.de/db/journals/tamm/
American Medical Informatics Association; Journal of the  ... (JAMIA),https://dblp.uni-trier.de/db/journals/jamia/
Analysis; Advances in Numerical  ...,https://dblp.uni-trier.de/db/journals/ana/
Analysis; Asymptotic  ...,https://dblp.uni-trier.de/db/journals/asy/
Analysis of Computing Systems; Proceedings of the ACM on Measurement and  ... (POMACS),https://dblp.uni-trier.de/db/journals/pomacs/
Analytics; Decision  ...,https://dblp.uni-trier.de/db/journals/decan/
Annales des Télécommunications,https://dblp.uni-trier.de/db/journals/adt/
"Annales UMCS, Informatica",https://dblp.uni-trier.de/db/journals/umcs/
Annals of GIS,https://dblp.uni-trier.de/db/journals/agis/
Annals of Mathematics and Artificial Intelligence,https://dblp.uni-trier.de/db/journals/amai/
Annals of Operations Research,https://dblp.uni-trier.de/db/journals/anor/
Annals of Pure and Applied Logic,https://dblp.uni-trier.de/db/journals/apal/
Annals of Software Engineering,https://dblp.uni-trier.de/db/journals/ansoft/
Annals of the History of Computing; IEEE  ...,https://dblp.uni-trier.de/db/journals/annals/
"Annual Review of Control, Robotics, and Autonomous Systems",https://dblp.uni-trier.de/db/journals/arcras/
Annual Review of Information Science and Technology (ARIST),https://dblp.uni-trier.de/db/journals/arist/
Annual Reviews in Control,https://dblp.uni-trier.de/db/journals/arc/
APL Quote Quad; ACM SIGAPL  ...,https://dblp.uni-trier.de/db/journals/sigapl/
"Applicable Algebra in Engineering, Communication and Computing",https://dblp.uni-trier.de/db/journals/aaecc/
Application; Grey Systems: Theory and  ...,https://dblp.uni-trier.de/db/journals/gsta/
Applications; Computational Optimization and  ...,https://dblp.uni-trier.de/db/journals/coap/
"Applications; Discrete Mathematics, Algorithms and  ...",https://dblp.uni-trier.de/db/journals/dmaa/
Applications; EAI Endorsed Transactions on Context-aware Systems and  ...,https://dblp.uni-trier.de/db/journals/casa/
Applications; IfCoLog Journal of Logics and their  ...,https://dblp.uni-trier.de/db/journals/flap/
Applications; International Journal of Computational Geometry and  ...,https://dblp.uni-trier.de/db/journals/ijcga/
Applications; International Journal of Computational Intelligence and  ...,https://dblp.uni-trier.de/db/journals/ijcia/
Applications; International Journal of Intelligent Robotics and  ...,https://dblp.uni-trier.de/db/journals/ijira/
Applications; International Journal of Radio Frequency Identification Technology and  ... (IJRFITA),https://dblp.uni-trier.de/db/journals/ijrfita/
Applications; International Transactions on Systems Science and  ...,https://dblp.uni-trier.de/db/journals/itssa/
Applications; Journal of Digital Content Technology and its  ...,https://dblp.uni-trier.de/db/journals/jdcta/
Applications; Journal of Graph Algorithms and  ...,https://dblp.uni-trier.de/db/journals/jgaa/
Applications; Journal of Software Engineering and  ... (JSEA),https://dblp.uni-trier.de/db/journals/jsea/
Applications; Mobile Networks and  ... (MONET),https://dblp.uni-trier.de/db/journals/monet/
Applications; Multimedia Tools and  ...,https://dblp.uni-trier.de/db/journals/mta/
Applications; Neural Computing and  ...,https://dblp.uni-trier.de/db/journals/nca/
Applications; Numerical Linear Algebra with  ...,https://dblp.uni-trier.de/db/journals/nla/
Applications; Order - A Journal on the Theory of Ordered Sets and its  ...,https://dblp.uni-trier.de/db/journals/order/
Applications; Pattern Analysis and  ...,https://dblp.uni-trier.de/db/journals/paa/
Applications; Service Oriented Computing and  ...,https://dblp.uni-trier.de/db/journals/soca/
Applied Algebra and Geometry; SIAM Journal on  ...,https://dblp.uni-trier.de/db/journals/siaga/
Applied and Computational Topology; Journal of  ...,https://dblp.uni-trier.de/db/journals/jact/
Applied Artificial Intelligence,https://dblp.uni-trier.de/db/journals/aai/
Applied Categorical Structures,https://dblp.uni-trier.de/db/journals/acs/
Applied Clinical Informatics (ACI),https://dblp.uni-trier.de/db/journals/aci/
Applied Computational Intelligence and Soft Computing,https://dblp.uni-trier.de/db/journals/acisc/
Applied Computer Systems,https://dblp.uni-trier.de/db/journals/rigaacs/
Applied Cryptography; International Journal of  ... (IJACT),https://dblp.uni-trier.de/db/journals/ijact/
Applied Decision Sciences; International Journal of  ... (IJADS),https://dblp.uni-trier.de/db/journals/ijads/
Applied Dynamical Systems; SIAM Journal on  ...,https://dblp.uni-trier.de/db/journals/siamads/
Applied Earth Observation and Geoinformation; International Journal of  ...,https://dblp.uni-trier.de/db/journals/aeog/
Applied Evolutionary Computation; International Journal of  ... (IJAEC),https://dblp.uni-trier.de/db/journals/ijaec/
Applied Geospatial Research; International Journal of  ... (IJAGR),https://dblp.uni-trier.de/db/journals/ijagr/
Applied Intelligence,https://dblp.uni-trier.de/db/journals/apin/
Applied Logistics; International Journal of  ... (IJAL),https://dblp.uni-trier.de/db/journals/ijal/
Applied Mathematics; Advances in  ...,https://dblp.uni-trier.de/db/journals/aam/
Applied Mathematics and Computation,https://dblp.uni-trier.de/db/journals/amc/
Applied Mathematics and Computer Science; International Journal of  ...,https://dblp.uni-trier.de/db/journals/amcs/
Applied Mathematics; Computational Methods in  ...,https://dblp.uni-trier.de/db/journals/cmam/
Applied Mathematics; Journal of  ...,https://dblp.uni-trier.de/db/journals/jam/
Applied Mathematics Letters,https://dblp.uni-trier.de/db/journals/appml/
Applied Mathematics; SIAM Journal on  ...,https://dblp.uni-trier.de/db/journals/siamam/
Applied Mathematics; The Art of Discrete and  ... (ADAM),https://dblp.uni-trier.de/db/journals/adam/
Applied Metaheuristic Computing; International Journal of  ... (IJAMC),https://dblp.uni-trier.de/db/journals/ijamc-igi/
Applied Network Science,https://dblp.uni-trier.de/db/journals/ans/
Applied Non-Classical Logics; Journal of  ...,https://dblp.uni-trier.de/db/journals/jancl/
Applied Ontology,https://dblp.uni-trier.de/db/journals/ao/
Applied Pattern Recognition; International Journal of  ... (IJAPR),https://dblp.uni-trier.de/db/journals/ijapr/
Applied Perception; ACM Transactions on  ... (TAP),https://dblp.uni-trier.de/db/journals/tap/
Applied Probability; Journal of  ...,https://dblp.uni-trier.de/db/journals/jap/
Applied Soft Computing,https://dblp.uni-trier.de/db/journals/asc/
Arab Journal of e-Technology; International  ...,https://dblp.uni-trier.de/db/journals/iajet/
Architecture and Code Optimization; ACM Transactions on  ... (TACO),https://dblp.uni-trier.de/db/journals/taco/
Archive for Mathematical Logic,https://dblp.uni-trier.de/db/journals/aml/
Archive of Formal Proofs,https://dblp.uni-trier.de/db/journals/afp/
Archives and Museum Informatics,https://dblp.uni-trier.de/db/journals/ami/
Argument & Computation,https://dblp.uni-trier.de/db/journals/argcom/
ARIMA Journal,https://dblp.uni-trier.de/db/journals/arima/
ARIST - Annual Review of Information Science and Technology,https://dblp.uni-trier.de/db/journals/arist/
Array,https://dblp.uni-trier.de/db/journals/array/
Ars Combinatoria,https://dblp.uni-trier.de/db/journals/arscom/
Ars Mathematica Contemporanea,https://dblp.uni-trier.de/db/journals/arsmc/
"Art, Culture and Design Technologies; International Journal of  ... (IJACDT)",https://dblp.uni-trier.de/db/journals/ijacdt/
Art of Discrete and Applied Mathematics; The  ... (ADAM),https://dblp.uni-trier.de/db/journals/adam/
"Art, Science, and Engineering of Programming; The  ...",https://dblp.uni-trier.de/db/journals/programming/
Artifacts Series; Dagstuhl  ... (DARTS),https://dblp.uni-trier.de/db/journals/darts/
Artificial General Intelligence; Journal of  ...,https://dblp.uni-trier.de/db/journals/jagi/
Artificial Intelligence,https://dblp.uni-trier.de/db/journals/ai/
Artificial Intelligence; Advances in  ...,https://dblp.uni-trier.de/db/journals/advai/
Artificial Intelligence and Consciousness; Journal of  ...,https://dblp.uni-trier.de/db/journals/jaic/
Artificial Intelligence and Law,https://dblp.uni-trier.de/db/journals/ail/
Artificial Intelligence and Machine Learning; International Journal of  ... (IJAIML),https://dblp.uni-trier.de/db/journals/ijaiml/
Artificial Intelligence and Robotics Research; International Journal of  ... (IJAIRR),https://dblp.uni-trier.de/db/journals/ijairr/
Artificial Intelligence and Soft Computing; International Journal of  ... (IJAISC),https://dblp.uni-trier.de/db/journals/ijaisc/
Artificial Intelligence and Soft Computing Research; Journal of  ... (JAISCR),https://dblp.uni-trier.de/db/journals/jaiscr/
Artificial Intelligence; Applied  ...,https://dblp.uni-trier.de/db/journals/aai/
Artificial Intelligence; Electronic Transactions on  ... (ETAI),https://dblp.uni-trier.de/db/journals/etai/
"Artificial Intelligence for Engineering Design, Analysis and Manufacturing (AI EDAM)",https://dblp.uni-trier.de/db/journals/aiedam/
Artificial Intelligence; Frontiers in  ...,https://dblp.uni-trier.de/db/journals/frai/
Artificial Intelligence in Education; International Journal of  ...,https://dblp.uni-trier.de/db/journals/aiedu/
Artificial Intelligence in Medicine,https://dblp.uni-trier.de/db/journals/artmed/
Artificial Intelligence; International Journal of Interactive Multimedia and  ...,https://dblp.uni-trier.de/db/journals/ijimai/
Artificial Intelligence; International Journal of Pattern Recognition and  ... (IJPRAI),https://dblp.uni-trier.de/db/journals/ijprai/
Artificial Intelligence; Journal of Experimental and Theoretical  ... (JETAI),https://dblp.uni-trier.de/db/journals/jetai/
Artificial Intelligence; Progress in  ...,https://dblp.uni-trier.de/db/journals/pai/
Artificial Intelligence Research,https://dblp.uni-trier.de/db/journals/aires/
Artificial Intelligence Research; Journal of  ... (JAIR),https://dblp.uni-trier.de/db/journals/jair/
Artificial Intelligence Review,https://dblp.uni-trier.de/db/journals/air/
Artificial Intelligence Tools; International Journal on  ... (IJAIT),https://dblp.uni-trier.de/db/journals/ijait/
Artificial Life,https://dblp.uni-trier.de/db/journals/alife/
Artificial Life and Robotics,https://dblp.uni-trier.de/db/journals/alr/
Artificial Life Research; International Journal of  ... (IJALR),https://dblp.uni-trier.de/db/journals/ijalr/
Artificial Neural Systems; Advances in  ...,https://dblp.uni-trier.de/db/journals/aans/
Artificial Societies and Social Simulation; The Journal of  ...,https://dblp.uni-trier.de/db/journals/jasss/
Artificiale; Intelligenza  ...,https://dblp.uni-trier.de/db/journals/ia/
Arts and Technology; International Journal of  ... (IJART),https://dblp.uni-trier.de/db/journals/ijart/
Arts Computing; International Journal of Humanities and  ...,https://dblp.uni-trier.de/db/journals/ijhac/
Asia-Pacific Journal of Operational Research,https://dblp.uni-trier.de/db/journals/apjor/
Asian Business and Information Management; International Journal of  ... (IJABIM),https://dblp.uni-trier.de/db/journals/ijabim/
Asian Language Processing; International Journal of  ...,https://dblp.uni-trier.de/db/journals/jclc/
Aslib Journal of Information Management,https://dblp.uni-trier.de/db/journals/aslib/
Aspect-Oriented Software Development; LNCS Transactions on  ... (ToMC),https://dblp.uni-trier.de/db/journals/taosd/
Association for Computational Linguistics; Transactions of the  ...,https://dblp.uni-trier.de/db/journals/tacl/
Association for Information Science and Technology; Journal of the  ... (JASIST),https://dblp.uni-trier.de/db/journals/jasis/
Association for Information Systems; Communications of the  ... (CAIS),https://dblp.uni-trier.de/db/journals/cais/
Association for Information Systems; Journal of the  ... (JAIS),https://dblp.uni-trier.de/db/journals/jais/
Association for Information Systems; Pacific Asia Journal of the  ... (PAJAIS),https://dblp.uni-trier.de/db/journals/pajais/
AStA Wirtschafts- und Sozialstatistisches Archiv,https://dblp.uni-trier.de/db/journals/astawsa/
Astronomy and Computing,https://dblp.uni-trier.de/db/journals/ascom/
Asymptotic Analysis,https://dblp.uni-trier.de/db/journals/asy/
AT&T Technical Journal,https://dblp.uni-trier.de/db/journals/bstj/
"Audio, Speech and Language Processing; IEEE/ACM Transactions on  ...",https://dblp.uni-trier.de/db/journals/taslp/
"Audio, Speech, and Music Processing; EURASIP Journal on  ...",https://dblp.uni-trier.de/db/journals/ejasmp/
Australasian Journal of Combinatorics,https://dblp.uni-trier.de/db/journals/ajc/
Australasian Journal of Information Systems,https://dblp.uni-trier.de/db/journals/ajis/
Australian Journal of Intelligent Information Processing Systems (AJIIPS),https://dblp.uni-trier.de/db/journals/ajiips/
"Automata, Languages and Combinatorics; Journal of  ...",https://dblp.uni-trier.de/db/journals/jalc/
Automated Reasoning; Journal of  ...,https://dblp.uni-trier.de/db/journals/jar/
Automated Software Engineering,https://dblp.uni-trier.de/db/journals/ase/
Automatic Control and Computer Sciences,https://dblp.uni-trier.de/db/journals/accs/
Automatic Control; IEEE Transactions on  ...,https://dblp.uni-trier.de/db/journals/tac/
Automatica,https://dblp.uni-trier.de/db/journals/automatica/
Automatica Sinica; IEEE/CAA Journal of  ...,https://dblp.uni-trier.de/db/journals/ieeejas/
Automation and Control; International Journal of  ... (IJAAC),https://dblp.uni-trier.de/db/journals/ijaac/
Automation and Remote Control,https://dblp.uni-trier.de/db/journals/aarc/
Automation; International Journal of Mechatronics and  ... (IJMA),https://dblp.uni-trier.de/db/journals/ijma/
Automation Magazine; IEEE Robotics &  ...,https://dblp.uni-trier.de/db/journals/ram/
"Automation, Mobile Robotics and Intelligent Systems; Journal of  ... (JAMRIS)",https://dblp.uni-trier.de/db/journals/jamris/
Automation Technology; International Journal of  ... (IJAT),https://dblp.uni-trier.de/db/journals/ijat/
Automatisierungstechnik,https://dblp.uni-trier.de/db/journals/at/
Autonomic Computing; International Journal of  ... (IJAC),https://dblp.uni-trier.de/db/journals/ijauc/
