Link Text,URL
"Accountability and Transparency; ACM Conference on Fairness,  ... (FAccT)",https://dblp.uni-trier.de/db/conf/fat/
Accreditation of Engineering and Computing Education; International Symposium on  ... (ICACIT),https://dblp.uni-trier.de/db/conf/icacit/
ACCT - International Workshop on Algebraic and Combinatorial Coding Theory,https://dblp.uni-trier.de/db/conf/acct/
ACCT - International Workshop on Algebraic and Combinatorial Coding Theory,https://dblp.uni-trier.de/db/conf/acct/
Accurate Scientific Computations,https://dblp.uni-trier.de/db/conf/accurate/
ACCV - Asian Conference on Computer Vision,https://dblp.uni-trier.de/db/conf/accv/
ACDA - SIAM Conference on Applied and Computational Discrete Algorithms,https://dblp.uni-trier.de/db/conf/acda/
ACDC - Workshop on Automated Control for Datacenters and Clouds,https://dblp.uni-trier.de/db/conf/acdc/
ACE - Australasian Computing Education Conference,https://dblp.uni-trier.de/db/conf/ace/
ACE - IFAC Symposium on Advances in Control Education,https://dblp.uni-trier.de/db/conf/sace/
ACE - International Conference on Advances in Computer Entertainment Technology,https://dblp.uni-trier.de/db/conf/ACMace/
ACeS - International Conference on Advances in Cybersecurity,https://dblp.uni-trier.de/db/conf/aces/
ACFIE - Annual Conference of Fuzzy Information and Engineering,https://dblp.uni-trier.de/db/conf/acfie/
ACG - Advances in Computer Games,https://dblp.uni-trier.de/db/conf/acg/
ACHI - International Conference on Advances in Computer-Human Interaction,https://dblp.uni-trier.de/db/conf/achi/
ACI - International Conference on Animal-Computer Interaction,https://dblp.uni-trier.de/db/conf/animalci/
ACiD - Algorithms and Complexity in Durham,https://dblp.uni-trier.de/db/conf/acid/
ACII - Affective Computing and Intelligent Interaction,https://dblp.uni-trier.de/db/conf/acii/
ACIIDS - Asian Conference on Intelligent Information and Database Systems,https://dblp.uni-trier.de/db/conf/aciids/
ACIL - Advances in Computational Intelligence and Learning,https://dblp.uni-trier.de/db/conf/acil/
ACIRS - Asia-Pacific Conference on Intelligent Robot Systems,https://dblp.uni-trier.de/db/conf/acirs/
ACIS - Australasian Conference on Information Systems,https://dblp.uni-trier.de/db/conf/acis/
ACISP - Australasian Conference on Information Security and Privacy,https://dblp.uni-trier.de/db/conf/acisp/
ACIT - Arab Conference on Information Technology,https://dblp.uni-trier.de/db/conf/acit3/
"ACIT - Automation, Control, and Information Technology",https://dblp.uni-trier.de/db/conf/acit/
ACIT - International Conference on Advanced Computer Information Technologies,https://dblp.uni-trier.de/db/conf/acit4/
ACIT - International Conference on Applied Computing and Information Technology,https://dblp.uni-trier.de/db/conf/acit2/
ACITY - International Conference on Advances in Computing and Information Technology,https://dblp.uni-trier.de/db/conf/acity/
ACIVS - Advanced Concepts for Intelligent Vision Systems Conference,https://dblp.uni-trier.de/db/conf/acivs/
ACL - Annual Meeting of the Association for Computational Linguistics,https://dblp.uni-trier.de/db/conf/acl/
ACL2 - International Workshop on the ACL2 Theorem Prover and Its Applications,https://dblp.uni-trier.de/db/conf/acl2/
ACL2 Theorem Prover and Its Applications; International Workshop on the  ... (ACL2),https://dblp.uni-trier.de/db/conf/acl2/
ACLING - International Conference on Arabic Computational Linguistics,https://dblp.uni-trier.de/db/conf/acling/
"ACM - Algorithms, Computing and Mathematics Conference",https://dblp.uni-trier.de/db/conf/acm2/
ACM Annual Conference,https://dblp.uni-trier.de/db/conf/acm/
ACM Annual Conference on Computer Science (CSC),https://dblp.uni-trier.de/db/conf/acmcsc/
ACM Asia Conference on Computer and Communications Security (AsiaCCS),https://dblp.uni-trier.de/db/conf/asiaccs/
ACM ASIA Public-Key Cryptography Workshop (APKC),https://dblp.uni-trier.de/db/conf/asiapkc/
ACM Cloud and Autonomic Computing Conference (CAC),https://dblp.uni-trier.de/db/conf/cac/
ACM Conference on Digital Libraries (DL),https://dblp.uni-trier.de/db/conf/dl/
ACM Conference on Economics and Computation (EC),https://dblp.uni-trier.de/db/conf/sigecom/
ACM Conference on Electronic Commerce,https://dblp.uni-trier.de/db/conf/ec/
"ACM Conference on Fairness, Accountability and Transparency (FAccT)",https://dblp.uni-trier.de/db/conf/fat/
ACM Conference on Human Factors in Computing Systems (CHI),https://dblp.uni-trier.de/db/conf/chi/
ACM Conference on Hypertext and Social Media (HT),https://dblp.uni-trier.de/db/conf/ht/
ACM Conference on Learning @ Scale (L@S),https://dblp.uni-trier.de/db/conf/lats/
ACM Conference on LISP and Functional Programming (LFP),https://dblp.uni-trier.de/db/conf/lfp/
ACM Conference on Recommender Systems (RecSys),https://dblp.uni-trier.de/db/conf/recsys/
ACM Conference on Reproducibility and Replicability (ACM-REP),https://dblp.uni-trier.de/db/conf/acmrep/
ACM Cyber-Physical System Security Workshop (CPSS),https://dblp.uni-trier.de/db/conf/cpss/
ACM Digital Rights Management Workshop,https://dblp.uni-trier.de/db/conf/drm/
ACM/Eurographics Expressive Symposium (Expressive),https://dblp.uni-trier.de/db/conf/expressive/
ACM/IEEE International Conference on Distributed Smart Cameras (ICDSC),https://dblp.uni-trier.de/db/conf/icdsc/
ACM/IEEE International Conference on Model Driven Engineering Languages and Systems (MoDELS),https://dblp.uni-trier.de/db/conf/models/
ACM/IEEE International Symposium on Networks-on-Chips (NOCS),https://dblp.uni-trier.de/db/conf/nocs/
ACM/IEEE Joint Conference on Digital Libraries (JCDL),https://dblp.uni-trier.de/db/conf/jcdl/
ACM/IEEE Symposium on Logic in Computer Science (LICS),https://dblp.uni-trier.de/db/conf/lics/
ACM IKDD Conference on Data Science (CODS),https://dblp.uni-trier.de/db/conf/cods/
"ACM International Conference on Bioinformatics, Computational Biology and Biomedicine (BCB)",https://dblp.uni-trier.de/db/conf/bcb/
ACM International Conference on Computing Frontiers (CF),https://dblp.uni-trier.de/db/conf/cf/
ACM International Conference on Design of Communication (SIGDOC),https://dblp.uni-trier.de/db/conf/sigdoc/
ACM International Conference on Embedded Networked Sensor Systems (SenSys),https://dblp.uni-trier.de/db/conf/sensys/
ACM International Conference on Future Energy Systems (e-Energy),https://dblp.uni-trier.de/db/conf/eenergy/
ACM International Conference on Image and Video Retrieval (CIVR),https://dblp.uni-trier.de/db/conf/civr/
ACM International Conference on Interactive Media Experiences (IMX),https://dblp.uni-trier.de/db/conf/tvx/
ACM International Conference on International Agent Technology (IAT),https://dblp.uni-trier.de/db/conf/iat/
ACM International Conference on Multimedia (MM),https://dblp.uni-trier.de/db/conf/mm/
ACM International Conference on Supercomputing (ICS),https://dblp.uni-trier.de/db/conf/ics/
ACM International Conference on Wireless Sensor Networks and Applications (WSNA),https://dblp.uni-trier.de/db/conf/wsna/
ACM International Joint Conference on Pervasive and Ubiquitous Computing (UbiComp),https://dblp.uni-trier.de/db/conf/huc/
ACM International Symposium on Mobility Management and Wireless Access (MobiWac),https://dblp.uni-trier.de/db/conf/mobiwac/
ACM International Symposium on Physical Design (ISPD),https://dblp.uni-trier.de/db/conf/ispd/
ACM International Workshop on Data Engineering for Wireless and Mobile Access (MobiDE),https://dblp.uni-trier.de/db/conf/mobide/
ACM International Workshop on Multimedia Databases (MMDB),https://dblp.uni-trier.de/db/conf/mmdb/
"ACM International Workshop on Performance Evaluation of Wireless Ad Hoc, Sensor, and Ubiquitous Networks (PE-WASUN)",https://dblp.uni-trier.de/db/conf/pe-wasun/
ACM International Workshop on Storage Security And Survivability (StorageSS),https://dblp.uni-trier.de/db/conf/storagess/
ACM International Workshop on Technology Enablers and Innovative Applications for Smart Cities and Communities (TESCA),https://dblp.uni-trier.de/db/conf/tesca/
ACM International Workshop on Web Information and Data Management (WIDM),https://dblp.uni-trier.de/db/conf/widm/
ACM Multimedia Asia (MMAsia),https://dblp.uni-trier.de/db/conf/mmasia/
ACM Pacific,https://dblp.uni-trier.de/db/conf/pacific/
ACM Policy,https://dblp.uni-trier.de/db/conf/ACMpolicy/
ACM SIGACT-SIGMOD-SIGART Symposium on Principles of Database Systems (PODS),https://dblp.uni-trier.de/db/conf/pods/
ACM SIGCAS Conference on Computing and Sustainable Societies (COMPASS),https://dblp.uni-trier.de/db/conf/dev/
ACM SIGCHI Annual Symposium on Computer-Human Interaction in Play (CHI PLAY),https://dblp.uni-trier.de/db/conf/chiplay/
ACM SIGCHI Italian Chapter International Conference on Computer-Human Interaction (CHItaly),https://dblp.uni-trier.de/db/conf/chitaly/
ACM SIGCHI New Zealand Chapter's International Conference on Computer-Human Interaction (CHINZ),https://dblp.uni-trier.de/db/conf/chinz/
ACM SIGCHI Symposium on Engineering Interactive Computing System,https://dblp.uni-trier.de/db/conf/eics/
ACM SIGCOMM Conference (SIGCOMM),https://dblp.uni-trier.de/db/conf/sigcomm/
ACM/SIGCOMM Internet Measurement Conference (IMC),https://dblp.uni-trier.de/db/conf/imc/
ACM SIGCOMM Symposium on Software Defined Networking Research (SOSR),https://dblp.uni-trier.de/db/conf/sosr/
ACM/SIGEVO Summit on Genetic and Evolutionary Computation (GEC Summit),https://dblp.uni-trier.de/db/conf/gecsummit/
"ACM SIGFIDET Workshop on Data Description, Access and Control (SIGFIDET)",https://dblp.uni-trier.de/db/conf/sigfidet/
ACM SIGGRAPH Conference and Exhibition on Computer Graphics and Interactive Techniques in Asia (SIGGRAPH Asia),https://dblp.uni-trier.de/db/conf/siggrapha/
ACM SIGIR Conference on Research and Development in Information Retrieval in the Asia Pacific Region (SIGIR-AP),https://dblp.uni-trier.de/db/conf/sigir-ap/
ACM SIGKDD Conference on Knowledge Discovery and Data Mining (KDD),https://dblp.uni-trier.de/db/conf/kdd/
ACM SIGME Symposium,https://dblp.uni-trier.de/db/conf/sigme/
ACM SIGMM Conference on Multimedia Systems (MMSys),https://dblp.uni-trier.de/db/conf/mmsys/
"ACM SIGMOBILE International Conference on Mobile Systems, Applications, and Services (MobiSys)",https://dblp.uni-trier.de/db/conf/mobisys/
ACM SIGMOD Conference (SIGMOD),https://dblp.uni-trier.de/db/conf/sigmod/
ACM SIGMOD Workshop on Databases and Social Networks (DBSocial),https://dblp.uni-trier.de/db/conf/dbsocial/
ACM SIGOA Conferences and Symposia,https://dblp.uni-trier.de/db/conf/sigoa/
ACM SIGPLAN International Conference on Functional Programming (ICFP),https://dblp.uni-trier.de/db/conf/icfp/
"ACM SIGPLAN International Conference on Object-Oriented Programming Systems, Languages, and Applications (OOPSLA)",https://dblp.uni-trier.de/db/conf/oopsla/
"ACM SIGPLAN International Conference on Systems, Programming, Languages and Applications: Software for Humanity (SPLASH)",https://dblp.uni-trier.de/db/conf/splash/
ACM SIGPLAN International Symposium on Haskell (Haskell),https://dblp.uni-trier.de/db/conf/haskell/
ACM SIGPLAN International Symposium on Machine Programming (MAPS),https://dblp.uni-trier.de/db/conf/maps/
"ACM SIGPLAN International Symposium on New Ideas, New Paradigms, and Reflections on Programming and Software (Onward!)",https://dblp.uni-trier.de/db/conf/onward/
"ACM SIGPLAN International Workshop on Functional Art, Music, Modelling, and Design (FARM)",https://dblp.uni-trier.de/db/conf/farm/
ACM SIGPLAN International Workshop on Functional High-Performance and Numerical Computing (FHPNC),https://dblp.uni-trier.de/db/conf/fhpc/
"ACM SIGPLAN International Workshop on Libraries, Languages and Compilers for Array Programming (ARRAY)",https://dblp.uni-trier.de/db/conf/array/
ACM SIGPLAN International Workshop on Programming Languages and Analysis for Security (PLAS),https://dblp.uni-trier.de/db/conf/plas-ws/
ACM SIGPLAN International Workshop on the State Of the Art in Java Program Analysis (SOAP),https://dblp.uni-trier.de/db/conf/soap-ws/
ACM SIGPLAN International Workshop on Type-Driven Development (TyDe),https://dblp.uni-trier.de/db/conf/tyde/
ACM SIGPLAN International Workshop on Types In Languages Design And Implementation (TLDI),https://dblp.uni-trier.de/db/conf/tldi/
"ACM SIGPLAN/SIGBED International Conference on Languages, Compilers, and Tools for Embedded Systems (LCTES)",https://dblp.uni-trier.de/db/conf/lctrts/
ACM SIGPLAN Symposium on Principles & Practice of Parallel Programming (PPoPP),https://dblp.uni-trier.de/db/conf/ppopp/
ACM SIGPLAN Symposium on Scala (SCALA),https://dblp.uni-trier.de/db/conf/scala/
ACM SIGPLAN Workshop on Generic Programming (WGP),https://dblp.uni-trier.de/db/conf/wgpsigplan/
ACM SIGPLAN Workshop on Intermediate Representations (IR),https://dblp.uni-trier.de/db/conf/irep/
ACM SIGPLAN Workshop on ML (ML),https://dblp.uni-trier.de/db/conf/ml/
ACM SIGPLAN Workshop on Partial Evaluation and Program Manipulation (PEPM),https://dblp.uni-trier.de/db/conf/pepm/
ACM SIGPLAN Workshop on Programming Language Technologies for XML (PLAN-X),https://dblp.uni-trier.de/db/conf/planx/
ACM SIGPLAN Workshop on Programming Languages meets Program Verification (PLPV),https://dblp.uni-trier.de/db/conf/plpv/
ACM SIGSOFT Conference on the Foundations of Software Engineering (FSE),https://dblp.uni-trier.de/db/conf/sigsoft/
ACM SIGSOFT Symposium on Software Reusability (SSR),https://dblp.uni-trier.de/db/conf/ssr/
ACM SIGSPATIAL International Conference on Advances in Geographic Information Systems (GIS),https://dblp.uni-trier.de/db/conf/gis/
ACM SIGSPATIAL International Workshop on Analytics for Big Geospatial Data (BigSpatial),https://dblp.uni-trier.de/db/conf/bigspatial-ws/
ACM SIGSPATIAL International Workshop on Computational Transportation Science (IWCTS),https://dblp.uni-trier.de/db/conf/iwcts-ws/
ACM SIGSPATIAL International Workshop on GeoSpatial Simulation (GeoSim),https://dblp.uni-trier.de/db/conf/geosim/
ACM SIGUCCS Annual Conference (SIGUCCS),https://dblp.uni-trier.de/db/conf/siguccs/
ACM Southeast Regional Conference,https://dblp.uni-trier.de/db/conf/ACMse/
ACM Symposium on Access Control Models and Technologies (SACMAT),https://dblp.uni-trier.de/db/conf/sacmat/
ACM Symposium on Applied Computing (SAC),https://dblp.uni-trier.de/db/conf/sac/
ACM Symposium on Applied Perception (SAP),https://dblp.uni-trier.de/db/conf/apgv/
ACM Symposium on Cloud Computing (SoCC),https://dblp.uni-trier.de/db/conf/cloud/
ACM Symposium on Document Engineering (DocEng),https://dblp.uni-trier.de/db/conf/doceng/
ACM Symposium on Graphic Languages,https://dblp.uni-trier.de/db/conf/acmsgl/
ACM Symposium on Interactive 3D Graphics and Games (i3D),https://dblp.uni-trier.de/db/conf/si3d/
ACM Symposium on Interactive Systems for Experimental Applied Mathematics,https://dblp.uni-trier.de/db/conf/siseam/
ACM Symposium on Parallelism in Algorithms and Architectures (SPAA),https://dblp.uni-trier.de/db/conf/spaa/
ACM Symposium on Principles of Distributed Computing (PODC),https://dblp.uni-trier.de/db/conf/podc/
ACM Symposium on Spatial User Interaction (SUI),https://dblp.uni-trier.de/db/conf/sui/
ACM Symposium on User Interface Software and Technology (UIST),https://dblp.uni-trier.de/db/conf/uist/
ACM Symposium on Virtual Reality Software and Technology (VRST),https://dblp.uni-trier.de/db/conf/vrst/
ACM TUR-C - ACM Turing Celebration Conference,https://dblp.uni-trier.de/db/conf/acmturc/
ACM Turing Celebration Conference (ACM TUR-C),https://dblp.uni-trier.de/db/conf/acmturc/
ACM/USENIX Workshop on Hot Topics in Storage and File Systems (HotStorage),https://dblp.uni-trier.de/db/conf/hotstorage/
"ACM Wireless of the Students, by the Students, and for the Students Workshop (S³)",https://dblp.uni-trier.de/db/conf/s-3/
ACM Workshop on AI Empowered Mobile and Wireless Sensing (MORSE),https://dblp.uni-trier.de/db/conf/morse/
ACM Workshop on AI-Powered Q&A Systems for Multimedia (AIQAM),https://dblp.uni-trier.de/db/conf/aiqam/
"ACM Workshop on Blockchains, Cryptocurrencies and Contracts (BCC)",https://dblp.uni-trier.de/db/conf/acmbcc/
ACM Workshop on Challenged Networks (CHANTS),https://dblp.uni-trier.de/db/conf/chants/
ACM Workshop on Hot Topics in Networks (HotNets),https://dblp.uni-trier.de/db/conf/hotnets/
ACM Workshop on Hot Topics in Video Analytics and Intelligent Edges (HotEdgeVideo),https://dblp.uni-trier.de/db/conf/hotedgevideo/
ACM Workshop on Hot Topics in Wireless (HotWireless),https://dblp.uni-trier.de/db/conf/hotwireless/
ACM Workshop on Intelligent Cross-Data Analysis and Retrieval (ICDAR),https://dblp.uni-trier.de/db/conf/icdar2/
"ACM Workshop on IoT Privacy, Trust, and Security (IoTPTS)",https://dblp.uni-trier.de/db/conf/iotpts/
ACM Workshop on LEO Networking and Communication (LEO-NET),https://dblp.uni-trier.de/db/conf/leo-net/
ACM Workshop on Millimeter-Wave and Terahertz Networks and Sensing Systems (mmNets),https://dblp.uni-trier.de/db/conf/mmnets/
"ACM Workshop on Mobile Immersive Computing, Networking, and Systems (ImmerCom)",https://dblp.uni-trier.de/db/conf/immercom/
ACM Workshop on Rapid Malcode (WORM),https://dblp.uni-trier.de/db/conf/worm/
ACM Workshop on Refactoring Tools (WRT),https://dblp.uni-trier.de/db/conf/wrt-ws/
ACM Workshop on Role-Based Access Control (RBAC),https://dblp.uni-trier.de/db/conf/rbac/
ACM Workshop on Secure and Trustworthy Deep Learning Systems (SecTL),https://dblp.uni-trier.de/db/conf/sectl/
ACM Workshop on Security of ad hoc and Sensor Networks (SASN),https://dblp.uni-trier.de/db/conf/sasn/
ACM Workshop on Visible Light Communication Systems (VLCS),https://dblp.uni-trier.de/db/conf/vlcs/
"ACM Workshop on Wireless Network Testbeds, Experimental Evaluation and Characterization (WiNTECH)",https://dblp.uni-trier.de/db/conf/wintech/
ACM Workshop on Wireless Security,https://dblp.uni-trier.de/db/conf/ws/
ACM Workshop on XML Security,https://dblp.uni-trier.de/db/conf/xmlsec/
ACM-REP - ACM Conference on Reproducibility and Replicability,https://dblp.uni-trier.de/db/conf/acmrep/
ACM-SIAM Symposium on Discrete Algorithms (SODA),https://dblp.uni-trier.de/db/conf/soda/
ACM-SIGACT Symposium on Principles of Programming Languages (POPL),https://dblp.uni-trier.de/db/conf/popl/
ACM-SIGPLAN International Conference on Principles and Practice of Declarative Programming (PPDP),https://dblp.uni-trier.de/db/conf/ppdp/
ACM-SIGPLAN Symposium on Programming Language Design and Implementation (PLDI),https://dblp.uni-trier.de/db/conf/pldi/
ACML - Asian Conference on Machine Learning,https://dblp.uni-trier.de/db/conf/acml/
ACMPT - International Conference on Analytical and Computational Methods in Probability Theory,https://dblp.uni-trier.de/db/conf/acmpt/
ACN - International Conference on Advanced Communication and Networking,https://dblp.uni-trier.de/db/conf/acn/
